Temperature,Vibration,RPM,Pressure,Runtime,Status
33.12,0.43,803.92,10.0,802.27,2
77.2,1.58,1100.07,4.06,284.67,2
52.56,2.29,1339.66,3.54,18.03,2
36.14,1.29,1733.19,7.46,801.83,1
57.98,1.15,908.4,9.13,783.16,2
40.09,1.59,1287.37,7.38,946.19,1
64.79,1.67,850.32,3.44,187.35,2
31.95,2.26,1523.33,3.95,836.08,2
39.29,0.97,1048.98,5.61,254.66,0
59.34,1.28,1786.57,3.39,142.18,1
33.17,1.91,854.51,8.86,511.94,2
61.62,1.73,970.81,4.38,318.82,2
65.61,0.71,916.33,9.79,21.98,2
78.16,2.39,1097.21,3.95,145.63,2
71.85,1.96,1582.75,9.56,691.93,1
39.35,0.81,1642.19,4.47,72.52,0
72.2,1.27,1720.04,7.55,90.42,1
86.87,0.85,1137.21,5.82,51.22,2
59.79,0.46,1200.97,5.45,772.84,0
78.19,0.54,1166.55,5.61,151.41,2
77.91,2.15,990.38,5.57,105.81,2
67.69,0.45,1785.93,8.46,390.24,1
64.71,2.74,1354.1,4.22,378.7,2
80.59,1.97,1450.72,9.07,893.97,2
85.19,0.38,1344.13,8.18,756.93,2
66.4,0.58,1597.42,8.04,86.14,1
57.83,0.6,1137.48,3.13,400.33,0
62.99,1.9,1463.49,8.85,215.46,1
37.23,2.57,956.61,9.82,842.54,2
60.05,2.95,897.38,5.12,638.22,2
51.0,2.79,865.63,6.85,590.87,2
69.16,0.84,1164.57,8.91,194.94,1
79.61,1.73,1562.19,8.0,207.51,2
64.13,2.62,1232.12,9.77,452.22,2
38.57,1.23,1751.7,5.24,868.1,1
82.88,1.12,883.26,8.07,311.51,2
76.98,1.38,1285.27,8.45,382.36,2
56.59,1.19,1167.34,6.68,808.8,0
51.71,1.62,1470.73,4.89,277.52,1
86.0,2.2,1377.19,7.53,29.3,2
67.09,1.58,1345.75,5.52,81.47,1
41.6,2.86,1208.7,6.27,52.71,2
32.25,2.18,1338.09,6.56,243.12,2
74.69,0.59,989.93,6.22,286.28,2
44.85,1.97,1450.97,8.77,417.71,1
34.39,0.89,1780.01,7.17,709.74,0
30.44,1.6,837.53,6.98,920.77,2
88.11,1.67,1258.2,9.62,673.61,2
33.89,1.45,1040.25,6.29,455.47,1
64.93,1.13,964.27,6.53,830.2,2
69.84,1.08,1735.52,9.39,209.35,1
32.37,2.25,1627.61,9.78,889.84,2
66.03,1.64,827.84,4.73,459.61,2
67.71,1.72,1542.64,4.96,564.95,1
35.29,1.3,1550.16,7.85,990.64,1
46.67,1.54,1129.53,6.08,856.95,1
71.05,2.66,1003.51,9.11,59.76,2
83.32,1.05,1114.59,6.58,940.69,2
32.87,1.12,1656.57,5.77,199.16,0
55.49,1.22,1715.42,8.33,505.12,1
89.3,1.45,858.24,4.84,436.07,2
39.41,2.85,1566.85,4.88,590.8,2
73.29,2.83,1681.64,6.61,774.65,2
63.73,1.7,914.74,3.88,529.53,2
46.13,0.16,1522.84,3.23,595.28,0
62.35,2.91,1284.21,3.45,551.69,2
80.47,2.99,1230.34,5.24,906.65,2
41.47,1.88,1205.71,3.29,347.29,1
45.91,2.09,1748.79,4.88,811.47,2
33.32,1.66,870.55,9.54,766.35,2
69.48,2.49,1447.52,9.78,713.96,2
85.48,1.6,917.06,6.7,126.87,2
65.55,1.5,1422.58,3.07,194.84,1
59.48,2.86,1183.61,5.97,714.7,2
66.23,0.97,1210.82,4.52,966.02,1
37.84,1.18,825.84,4.55,780.47,2
42.07,0.33,1274.45,3.07,84.77,0
78.46,2.34,1715.14,8.98,683.18,2
33.14,2.37,1645.51,8.59,508.48,2
43.97,2.55,1527.16,9.87,155.69,2
43.54,0.71,1592.54,4.31,66.66,0
89.91,0.17,1635.24,5.56,841.62,2
63.28,2.71,1726.19,3.06,75.41,2
45.02,2.04,1688.27,6.22,606.97,2
41.31,2.43,1767.33,4.88,494.83,2
35.17,1.72,1302.78,4.01,442.07,1
50.05,1.61,1385.65,3.06,761.01,1
72.78,1.16,852.94,8.28,955.18,2
44.41,1.04,983.81,7.04,154.84,2
51.37,2.12,1360.12,5.71,420.25,2
63.73,0.12,878.51,9.17,77.88,2
72.41,2.77,1070.68,5.59,568.92,2
82.9,2.83,1539.56,3.61,669.15,2
54.62,1.47,849.15,4.34,790.51,2
57.24,0.97,1184.02,8.98,749.0,0
46.34,0.44,1052.0,9.45,581.59,0
62.01,1.83,1166.03,8.65,523.29,1
37.0,0.47,1336.86,9.56,308.35,0
82.17,2.32,1047.81,3.25,101.85,2
73.71,0.68,1171.27,6.51,725.47,1
36.79,1.28,1285.07,6.79,818.36,1
40.3,2.44,1492.88,6.89,699.53,2
54.72,0.5,1465.77,6.67,639.37,0
50.28,2.73,1387.37,3.6,449.8,2
75.38,2.4,1294.6,9.26,267.67,2
54.64,2.71,1696.26,7.8,858.98,2
35.33,2.61,1120.62,4.25,239.37,2
55.08,0.83,1120.57,3.94,296.18,0
64.34,1.38,1146.72,8.23,893.51,1
75.41,1.06,1544.44,4.06,130.32,2
50.74,2.44,1046.35,3.44,131.71,2
81.52,1.94,1053.2,6.89,527.58,2
69.33,0.78,1664.4,5.17,694.13,1
30.97,1.18,1151.71,6.8,72.74,0
77.41,0.73,1477.04,8.62,561.88,2
74.45,2.02,1155.53,8.66,294.7,2
64.27,2.26,1178.96,5.12,459.35,2
79.08,2.8,1345.08,7.63,903.27,2
35.91,0.77,1508.9,8.77,857.03,0
54.91,0.36,1237.78,4.62,291.2,0
76.34,0.32,1627.58,5.99,596.06,2
35.38,1.08,889.7,9.73,807.26,2
57.58,0.75,1733.46,5.41,160.98,0
63.79,2.84,803.83,4.67,938.45,2
40.27,0.43,1370.19,9.03,477.11,0
89.67,2.07,874.07,9.95,407.89,2
47.24,1.72,1104.31,3.61,1.43,1
56.98,2.53,1372.32,9.99,286.85,2
46.83,0.56,964.06,5.0,792.84,2
84.35,2.93,1032.29,9.17,328.26,2
36.77,2.62,1436.11,4.15,429.83,2
47.24,2.24,1253.42,9.92,54.74,2
51.3,1.5,1303.13,5.21,729.24,1
82.48,2.82,1605.09,8.95,550.55,2
79.55,0.98,1198.48,5.22,467.39,2
47.13,2.89,1112.84,3.69,526.82,2
33.43,0.42,1019.39,6.25,433.25,0
77.98,2.24,1226.32,5.34,316.47,2
76.44,0.25,812.82,8.57,477.15,2
37.85,0.78,1732.5,9.02,709.79,0
58.93,1.61,1775.24,9.76,215.27,1
78.67,0.67,1013.54,7.73,405.0,2
85.89,0.36,1311.53,9.43,904.11,2
39.39,1.16,1419.12,4.12,968.02,0
84.88,0.58,921.16,3.6,909.44,2
41.62,1.31,1248.85,7.19,71.74,1
43.61,2.8,1708.41,8.47,19.4,2
49.62,1.92,1075.19,9.37,633.89,1
34.31,2.74,1757.77,3.54,532.36,2
48.2,1.24,979.65,7.05,957.98,2
60.18,0.34,1420.0,5.38,855.93,1
56.08,0.66,991.11,8.38,265.59,2
76.03,0.7,1121.69,6.26,943.2,2
85.9,0.7,1158.22,4.05,509.99,2
57.63,2.71,1730.01,5.68,491.74,2
83.77,2.44,803.66,5.24,421.77,2
43.78,0.68,837.78,7.5,262.51,2
33.14,0.77,1601.91,8.96,483.07,0
54.96,2.94,1000.56,4.51,291.87,2
40.37,1.2,1710.83,7.31,411.95,1
86.06,0.24,1010.28,6.96,615.55,2
32.37,1.27,1449.15,7.89,638.14,1
49.23,0.37,1227.11,3.9,947.62,0
58.51,1.02,1566.3,6.49,310.03,0
78.72,2.61,1473.01,3.33,566.32,2
75.8,0.5,1028.67,9.18,20.12,2
75.16,1.47,1246.77,3.05,819.4,2
51.59,1.67,1477.3,7.92,955.98,1
61.88,1.26,1753.7,7.49,298.15,1
37.59,2.54,1162.18,7.62,470.82,2
41.94,1.84,860.68,5.89,546.61,2
56.16,2.27,1627.92,8.4,38.81,2
41.65,1.66,1734.82,8.84,842.53,1
48.19,1.35,1270.71,4.1,31.07,1
86.81,0.8,1039.95,3.58,928.51,2
64.78,2.03,1711.58,5.42,621.51,2
32.33,0.64,1631.25,8.37,350.64,0
52.61,1.65,800.24,4.69,208.23,2
45.03,2.44,1079.67,4.34,504.26,2
81.94,0.8,878.54,5.49,747.65,2
63.04,2.47,1759.59,8.55,603.8,2
59.6,0.22,1784.32,5.68,152.23,0
70.0,0.92,1385.78,7.11,445.73,1
80.17,0.87,1248.63,6.76,663.62,2
77.04,1.24,1446.05,4.05,932.65,2
52.98,2.22,820.34,4.44,487.08,2
82.7,1.63,1729.87,6.39,490.45,2
37.18,2.43,1046.97,9.3,910.82,2
86.6,1.61,1477.09,8.45,131.01,2
66.06,0.2,1297.57,4.08,182.92,1
51.9,1.35,1423.17,3.52,503.69,1
40.96,1.76,1437.4,6.9,738.3,1
50.14,2.32,1232.77,6.39,648.1,2
31.1,2.0,1418.59,5.17,85.79,1
35.46,2.78,1489.28,3.89,356.72,2
65.55,2.52,843.66,4.66,889.75,2
30.55,0.68,1759.02,7.29,261.67,0
34.02,0.18,1044.75,9.17,415.91,0
73.22,2.76,1208.04,4.34,517.12,2
84.49,2.43,865.83,7.85,571.9,2
84.45,0.46,1334.04,9.16,410.02,2
58.92,0.3,1078.14,5.27,945.12,0
46.96,1.44,1471.3,4.14,486.44,1
74.31,2.61,1426.26,7.68,126.28,2
86.75,0.48,1574.67,4.85,933.59,2
73.2,2.29,1019.06,6.1,617.81,2
76.2,0.4,1762.37,9.23,270.35,2
79.37,1.6,1261.81,5.2,580.97,2
73.79,1.29,1429.22,7.9,711.12,1
33.12,2.59,1258.25,4.84,241.76,2
58.98,2.67,1178.35,8.25,96.82,2
58.56,2.98,1570.44,4.47,501.44,2
44.02,1.29,1580.08,8.4,228.1,1
85.33,1.82,1179.92,6.51,605.07,2
63.59,1.51,1304.93,4.23,812.73,1
62.51,0.48,1566.16,9.53,947.31,1
52.14,0.49,1318.4,3.79,933.99,0
41.01,0.83,1206.64,5.68,794.66,0
57.38,0.6,1067.21,6.56,147.45,0
66.7,1.74,1514.7,9.56,912.25,1
86.76,0.81,931.57,5.12,895.09,2
88.32,2.59,910.02,9.63,423.36,2
30.56,1.38,846.07,6.81,338.55,2
58.41,1.88,1668.8,7.63,434.05,1
79.17,2.73,919.76,6.72,284.51,2
32.82,2.04,1662.77,4.14,812.41,2
81.2,2.75,1065.29,9.33,320.66,2
63.14,0.25,843.88,8.04,444.48,2
45.38,0.65,1469.95,3.0,805.89,0
34.75,0.66,1186.24,6.39,355.0,0
49.24,2.9,1441.58,3.16,430.18,2
82.5,0.97,894.56,8.31,606.01,2
64.22,0.26,940.5,7.36,207.82,2
60.24,1.68,1083.51,9.64,842.46,1
73.34,0.33,906.13,6.45,160.71,2
88.7,0.56,1287.47,5.55,639.39,2
37.74,1.35,1074.71,9.21,40.59,1
84.82,2.52,1097.57,8.53,31.21,2
88.01,1.63,1103.28,5.54,66.41,2
89.36,0.21,1454.91,6.1,948.92,2
44.76,1.64,1282.36,7.92,68.01,1
41.63,0.72,1538.15,4.32,573.49,0
42.91,2.6,1742.19,6.63,352.31,2
44.04,0.24,1068.5,7.58,533.62,0
86.64,1.25,1493.86,6.43,512.58,2
46.07,1.42,1270.78,7.95,940.64,1
49.76,0.22,1296.3,6.81,168.44,0
75.63,2.96,1745.77,4.38,875.36,2
72.27,1.42,1340.61,8.95,480.13,1
52.39,1.53,1379.13,4.32,900.91,1
70.45,1.94,899.5,7.23,120.96,2
34.72,1.63,1202.79,7.12,89.22,1
55.86,0.61,1787.1,6.93,687.44,0
49.53,0.37,1775.87,5.0,423.81,0
68.99,0.17,1610.26,6.76,278.22,1
33.7,0.57,1695.03,7.8,249.9,0
33.94,2.1,1372.41,5.83,363.61,2
43.01,2.04,1770.67,4.23,597.12,2
55.45,1.4,1054.15,8.78,485.26,1
62.6,0.98,981.81,3.6,714.12,2
41.77,2.1,1190.38,5.91,469.18,2
52.06,0.39,1109.63,7.65,665.78,0
47.17,1.43,993.45,4.47,23.05,2
83.8,0.71,1027.53,4.96,127.41,2
68.36,0.32,934.2,7.51,339.66,2
72.48,1.72,1056.02,7.56,116.27,1
62.18,1.37,1067.87,7.23,871.33,1
89.93,1.86,1204.71,4.58,257.1,2
58.77,1.17,1713.81,5.58,373.44,0
53.01,2.53,1450.79,7.3,334.14,2
79.07,0.21,1670.8,6.59,398.25,2
59.83,2.04,812.77,9.1,446.74,2
50.58,0.5,1239.47,6.47,403.65,0
70.72,1.32,1761.42,7.19,807.48,1
36.56,1.25,1136.85,6.99,861.11,1
34.7,0.31,1650.32,4.49,668.75,0
62.57,2.52,925.09,3.91,556.82,2
86.78,1.3,1126.94,7.25,930.45,2
80.22,2.99,822.57,3.79,609.47,2
79.23,0.93,1039.21,8.51,56.38,2
52.16,1.57,1360.35,8.1,354.85,1
66.76,1.8,1347.62,7.48,259.45,1
35.08,0.45,1024.58,6.5,840.44,0
72.08,2.39,1150.98,5.83,393.68,2
41.51,0.28,1390.92,9.92,166.83,0
32.8,2.36,1052.59,8.81,703.94,2
86.74,1.29,1461.97,6.25,630.59,2
56.98,0.65,1307.9,6.7,810.6,0
74.13,2.02,913.39,8.04,500.31,2
83.65,2.77,855.16,8.74,37.7,2
52.03,1.67,948.1,8.22,8.35,2
40.12,1.78,1514.39,9.42,705.5,1
70.31,1.24,801.28,3.84,534.55,2
70.51,1.31,1530.68,6.65,74.18,1
41.52,2.54,1524.91,9.26,117.56,2
89.41,0.71,811.78,9.98,281.07,2
70.08,0.61,1380.23,9.33,320.18,1
70.22,0.64,1424.8,5.36,211.21,1
48.79,0.62,1701.92,5.78,245.28,0
56.9,1.03,1544.42,9.8,438.03,0
81.66,1.74,957.24,7.83,513.43,2
69.04,2.68,1240.43,9.31,750.67,2
59.32,1.85,1125.58,9.89,667.35,1
32.63,1.05,1423.31,3.39,23.88,0
57.0,1.06,1238.3,4.84,164.72,0
71.35,1.59,1000.15,5.24,591.81,1
34.33,0.53,873.25,8.69,752.41,2
75.2,2.18,1469.39,6.34,642.28,2
32.3,1.9,1577.88,6.5,357.51,1
46.65,1.96,1492.8,9.1,342.33,1
76.19,1.73,1682.84,6.69,517.63,2
64.67,2.27,1764.69,3.51,53.43,2
86.25,1.64,1414.9,6.38,93.66,2
76.09,2.27,1111.7,5.14,837.84,2
34.34,2.66,1056.66,7.15,935.99,2
70.69,1.3,1489.53,5.41,277.26,1
89.8,2.28,1444.72,5.49,49.16,2
31.86,1.71,1562.03,6.76,840.79,1
32.01,1.16,1037.07,6.13,72.38,0
87.25,0.75,1722.31,5.98,985.52,2
63.24,2.8,805.35,8.24,903.05,2
38.38,0.38,1224.57,9.54,542.39,0
61.65,0.51,800.79,8.67,87.57,2
68.03,2.75,1008.65,7.66,78.7,2
66.23,0.58,1535.95,5.11,463.39,1
65.97,0.6,1541.64,5.12,662.37,1
39.5,2.1,928.19,5.98,247.21,2
74.9,0.86,1681.72,9.24,196.44,1
66.83,0.35,1191.54,7.99,659.42,1
67.48,0.92,1178.02,3.72,719.02,1
60.23,2.16,1048.94,5.27,334.22,2
31.54,1.09,1603.3,9.28,518.22,0
57.33,0.19,1679.2,3.09,944.75,0
59.35,1.09,1724.22,3.17,581.42,0
62.94,0.74,1228.89,7.57,727.13,1
30.04,2.82,964.53,4.64,263.47,2
32.27,0.46,1786.35,5.21,115.3,0
36.42,2.19,1654.57,4.8,20.91,2
43.39,0.26,903.39,6.02,229.92,2
60.96,0.84,1740.54,9.34,566.81,1
51.27,1.21,1211.85,8.09,451.64,1
81.4,2.84,1135.95,6.92,95.06,2
42.03,1.3,1006.2,9.14,158.29,1
57.34,1.86,1491.86,5.68,869.1,1
64.1,1.37,867.24,6.25,820.74,2
66.87,2.51,1294.01,3.83,13.64,2
48.19,2.12,1590.26,5.07,495.65,2
55.27,1.29,1031.35,3.95,196.69,1
33.32,0.67,809.2,7.39,316.38,2
88.39,0.66,1145.83,5.5,8.45,2
80.35,0.19,1740.18,9.24,535.52,2
62.62,2.0,1187.05,7.53,44.77,1
33.24,1.43,1349.62,9.21,104.66,1
79.36,0.71,1194.08,5.22,400.16,2
39.03,1.56,1601.64,6.09,490.61,1
80.93,2.15,1290.45,4.8,884.93,2
64.62,0.74,1069.12,8.62,44.15,1
89.53,0.48,1596.07,5.76,492.22,2
82.84,1.3,1337.49,3.35,2.35,2
44.69,2.07,921.26,3.8,410.96,2
68.87,2.17,978.45,3.56,940.4,2
45.64,2.57,1663.49,8.41,168.83,2
79.31,2.33,1396.72,5.36,262.51,2
37.31,1.58,1385.26,5.52,475.36,1
51.81,1.96,1701.26,4.15,381.41,1
38.45,1.91,1528.87,9.52,278.87,1
87.01,0.28,1403.01,3.4,893.77,2
61.79,2.04,1631.57,4.05,38.59,2
82.73,1.01,928.98,6.28,598.31,2
31.86,0.9,832.8,5.94,895.1,2
88.96,1.95,961.64,9.34,516.25,2
39.22,2.77,1557.47,8.12,709.18,2
42.02,0.71,1488.29,4.54,438.67,0
76.92,2.37,1253.26,8.55,838.62,2
69.29,0.76,1074.01,5.2,116.8,1
46.39,0.71,1255.33,9.36,104.48,0
73.22,2.09,895.75,9.46,568.47,2
51.82,2.29,1057.37,7.85,39.71,2
80.36,1.4,1436.69,4.55,677.07,2
76.33,1.47,1417.73,6.19,894.09,2
59.87,2.54,1601.35,5.87,230.08,2
54.36,2.5,1027.63,6.67,806.1,2
51.21,1.96,1045.63,3.76,794.38,1
35.94,0.89,1655.11,5.43,973.05,0
88.78,0.88,840.98,7.94,450.99,2
36.05,2.15,831.17,9.09,138.65,2
37.64,0.61,1760.27,7.85,801.37,0
53.86,1.08,1034.48,6.36,551.83,0
67.91,0.85,1748.65,4.19,965.65,1
30.89,1.5,1133.37,6.14,570.66,1
56.14,1.3,1532.72,7.8,833.27,1
45.0,1.87,1385.19,5.59,486.06,1
48.83,0.51,1013.8,3.74,683.07,0
69.64,2.86,1529.68,3.36,884.25,2
81.76,1.39,1385.86,9.83,532.3,2
84.32,0.34,991.05,6.09,584.76,2
78.97,2.97,1188.85,3.33,801.17,2
66.26,0.68,1294.83,8.2,770.41,1
59.98,0.99,1773.74,7.64,408.24,0
46.83,2.22,1042.18,4.2,529.83,2
47.4,1.92,917.94,7.58,283.3,2
30.01,0.47,1733.62,9.07,233.61,0
76.7,1.86,1770.9,5.62,681.46,2
33.81,1.25,1763.82,6.77,287.88,1
37.22,2.14,1444.86,5.62,950.94,2
31.33,0.98,1721.07,5.25,252.25,0
62.05,2.49,903.15,9.6,795.07,2
40.88,2.16,1184.96,5.82,783.29,2
87.77,0.47,1220.63,6.37,376.31,2
51.79,0.25,1485.54,6.05,194.79,0
78.96,2.43,1286.39,5.09,638.09,2
47.29,0.78,1530.51,3.28,94.77,0
30.41,0.54,868.99,9.97,288.81,2
38.96,0.8,1736.13,6.64,364.82,0
82.4,1.25,1135.01,4.45,377.8,2
49.0,2.06,1089.58,7.04,65.89,2
41.48,1.28,1736.95,5.64,664.07,1
45.31,0.47,858.54,5.14,157.66,2
40.44,2.31,815.84,6.9,379.46,2
60.39,1.73,1113.37,5.07,733.4,1
82.28,0.66,897.62,9.28,349.9,2
63.08,1.14,925.8,7.13,525.14,2
42.18,1.41,1596.95,7.13,96.92,1
62.88,2.14,1592.7,7.4,152.66,2
72.61,2.06,824.43,5.88,332.95,2
70.16,0.73,1390.87,9.39,797.8,1
85.29,2.94,810.67,7.36,412.84,2
81.59,0.83,1781.03,7.3,793.54,2
35.14,0.63,1558.4,3.15,816.88,0
30.84,2.01,1165.09,7.28,696.03,2
50.55,0.41,869.65,7.12,520.66,2
74.53,1.58,1222.45,5.79,26.45,1
50.13,2.93,1673.56,5.31,587.8,2
80.84,1.38,817.96,3.52,510.39,2
88.17,2.11,870.92,4.33,771.32,2
80.49,1.89,1444.42,3.2,828.53,2
77.3,0.85,1508.68,4.5,40.33,2
42.07,0.62,1137.75,5.93,508.54,0
58.61,0.88,829.17,7.24,395.74,2
47.92,2.61,1546.74,9.0,494.98,2
37.86,2.12,1006.07,6.09,65.0,2
79.52,0.47,1703.1,9.05,464.58,2
74.66,1.9,1603.08,6.02,785.81,1
57.75,2.83,1286.37,6.24,785.07,2
79.29,1.71,979.8,6.27,968.07,2
75.18,2.45,832.83,6.28,646.62,2
79.8,0.24,1652.44,6.84,197.31,2
49.04,0.92,1330.86,3.36,158.54,0
78.76,0.48,1033.4,6.17,517.12,2
75.82,1.4,1589.86,7.33,113.1,2
39.38,1.37,1196.89,8.2,580.74,1
53.29,0.6,1026.84,7.03,423.44,0
60.9,0.59,1462.91,8.97,257.94,1
59.49,2.93,1133.24,7.17,90.2,2
66.36,0.36,1759.24,8.01,788.16,1
72.25,1.81,1249.91,9.01,956.84,1
59.94,2.8,1383.33,6.77,454.48,2
42.56,0.11,1041.51,6.57,379.96,0
56.91,2.94,1150.27,6.17,133.52,2
32.88,2.35,1370.68,8.32,149.86,2
64.31,0.84,1028.06,3.08,130.34,1
48.56,0.44,1785.86,5.16,130.32,0
41.94,1.8,864.04,9.04,961.5,2
44.8,1.41,822.13,7.48,413.93,2
46.2,0.7,1454.02,5.91,179.66,0
71.35,1.74,1658.67,3.82,785.67,1
70.41,0.43,1494.82,6.09,944.98,1
38.5,1.96,1181.98,9.7,329.97,1
87.73,2.71,1070.38,8.62,995.6,2
45.16,1.37,1320.18,5.06,15.26,1
43.21,0.92,1243.6,4.2,873.25,0
72.29,0.35,1450.09,7.58,956.22,1
30.18,0.82,1727.79,9.52,720.59,0
75.95,0.37,1313.88,4.62,181.22,2
78.62,0.49,1268.65,9.57,185.83,2
88.68,2.98,1355.62,4.19,316.1,2
55.47,1.0,1080.64,9.81,153.36,0
74.0,0.1,1396.18,9.41,287.93,1
41.13,1.99,1512.6,7.82,319.32,1
45.13,2.87,1723.3,6.2,846.19,2
57.14,1.33,956.76,5.98,537.42,2
31.35,1.39,1581.36,7.76,635.16,1
84.57,0.15,1357.05,8.51,541.34,2
49.43,0.5,1687.56,6.3,878.12,0
65.15,2.06,1604.26,7.61,398.05,2
60.82,2.43,1173.65,5.72,95.69,2
84.88,0.36,1448.21,5.89,405.62,2
70.77,0.29,1393.71,8.4,828.21,1
40.23,2.7,1456.15,9.17,485.28,2
62.52,2.77,1699.91,6.14,274.41,2
53.59,1.22,1086.87,4.88,861.06,1
34.19,2.07,972.82,5.41,61.54,2
46.2,2.33,1685.02,4.55,463.55,2
58.22,2.63,1562.8,6.59,670.75,2
80.84,0.13,1202.89,9.35,740.31,2
62.57,1.64,1147.77,6.64,655.38,1
55.1,2.17,1661.23,4.08,451.55,2
54.48,2.09,1049.87,7.48,877.49,2
55.09,2.74,1793.16,3.74,233.05,2
87.02,2.88,897.71,3.1,161.1,2
89.76,0.62,1302.55,8.94,20.4,2
66.27,0.9,1662.33,4.98,686.76,1
70.45,0.74,834.8,5.86,289.19,2
78.54,2.42,1257.02,7.25,604.26,2
79.63,1.33,1075.45,4.86,536.19,2
56.95,1.38,891.14,8.03,213.74,2
41.82,1.3,1027.78,7.09,371.46,1
56.93,1.66,1003.54,4.09,880.42,1
56.02,1.3,835.61,6.49,554.17,2
63.53,2.15,977.48,4.77,810.73,2
86.83,0.49,1297.65,4.5,60.07,2
49.53,0.52,1509.93,6.74,143.83,0
30.55,2.44,976.19,7.24,336.92,2
65.13,1.02,886.94,4.56,188.06,2
55.68,2.01,1063.81,3.08,518.94,2
66.35,2.89,1389.47,6.3,573.4,2
85.67,2.5,1122.98,4.66,262.63,2
60.27,2.26,1303.22,3.47,723.58,2
78.36,0.94,1464.13,5.99,889.12,2
80.71,1.62,1491.51,9.18,495.72,2
48.8,2.29,1020.07,5.72,865.73,2
73.47,1.27,1014.74,5.49,284.1,1
40.57,2.26,1052.07,6.18,385.86,2
88.92,1.23,879.98,3.63,590.75,2
65.96,1.31,1231.84,3.38,516.55,1
60.28,0.53,903.84,3.87,101.03,2
66.58,0.67,1051.43,4.22,957.84,1
81.28,0.77,1127.57,4.47,491.88,2
31.18,2.05,1323.16,9.29,164.39,2
78.25,2.4,927.18,5.79,170.15,2
45.28,0.86,1356.24,5.88,947.73,0
37.58,2.92,1030.64,8.41,338.97,2
38.58,2.59,1108.86,7.61,566.44,2
58.31,1.54,1532.24,3.61,668.18,1
83.75,0.27,940.65,8.02,437.28,2
54.21,0.5,1306.77,3.89,476.62,0
75.82,0.85,1280.79,9.94,686.65,2
80.48,1.3,1567.86,3.28,122.91,2
42.18,1.27,1645.74,5.42,654.62,1
72.56,1.8,1157.24,7.04,342.27,1
35.03,2.98,927.18,3.51,878.53,2
48.11,1.99,1129.01,5.74,262.11,1
50.58,1.29,1520.42,6.58,943.57,1
32.51,1.56,1384.22,9.44,49.16,1
64.41,2.58,1041.93,9.13,19.04,2
73.95,2.81,1457.2,6.07,44.88,2
85.21,1.46,829.0,7.83,481.84,2
37.46,0.72,864.49,7.02,622.03,2
60.34,2.47,1661.01,7.31,12.76,2
71.71,1.31,1365.56,7.54,350.24,1
85.03,0.49,1471.51,3.03,924.65,2
36.75,0.38,1133.01,5.61,214.3,0
65.11,1.38,834.18,5.24,810.43,2
71.38,2.2,1498.12,5.18,99.66,2
46.35,2.51,1780.47,6.46,9.7,2
38.4,1.03,1378.59,3.53,943.36,0
51.91,2.75,1580.52,8.29,606.72,2
67.61,1.95,1428.72,6.88,986.41,1
73.94,2.35,1672.46,4.51,83.8,2
58.97,1.59,1629.18,6.11,570.85,1
61.62,0.21,1415.21,8.8,157.5,1
65.66,1.82,964.18,3.86,980.05,2
53.62,0.76,971.32,7.67,609.45,2
68.61,0.36,1693.53,5.72,313.37,1
57.74,1.23,1663.58,9.5,303.45,1
81.84,2.37,1730.81,4.72,576.96,2
46.47,2.49,805.32,6.95,339.2,2
49.36,1.97,1651.48,7.26,853.17,1
45.88,1.61,1250.54,3.08,556.81,1
69.69,1.82,1536.28,7.0,66.75,1
36.99,1.83,1074.98,3.56,429.6,1
63.26,1.05,1520.43,7.51,332.82,1
75.29,1.98,1437.45,6.87,11.39,2
71.79,1.19,1742.61,8.73,587.69,1
45.13,0.69,1140.38,6.34,296.07,0
60.9,0.58,1777.71,3.76,931.94,1
84.81,1.62,1524.91,6.05,630.03,2
50.43,0.97,1378.23,6.49,579.54,0
47.2,1.16,883.9,3.37,253.46,2
34.45,0.4,1612.93,3.27,658.94,0
46.35,2.63,1284.99,5.14,517.64,2
52.92,1.74,914.53,9.98,425.56,2
50.89,2.16,1163.9,8.83,454.27,2
73.17,0.41,1646.12,8.15,211.72,1
38.72,1.02,1776.07,4.8,456.13,0
31.8,1.25,1371.32,9.67,516.74,1
79.15,1.69,840.79,5.21,575.55,2
87.04,2.59,1028.36,4.54,201.17,2
85.35,2.57,1574.88,5.75,504.38,2
57.86,0.83,1305.03,3.21,131.81,0
83.2,2.28,1222.87,6.62,370.0,2
74.45,2.37,1563.29,8.06,204.5,2
50.28,1.46,1130.79,8.28,329.35,1
38.29,1.26,1779.91,4.58,612.16,1
55.98,0.31,1287.88,7.92,513.22,0
82.33,0.94,886.25,9.56,378.2,2
64.58,2.4,1124.31,8.01,135.42,2
47.48,0.52,1611.23,4.56,717.4,0
86.6,1.63,1340.03,6.23,325.89,2
58.54,1.85,1785.99,9.56,862.15,1
83.35,1.46,1457.44,9.27,392.95,2
87.71,1.31,1401.08,7.97,950.59,2
44.68,2.26,1320.82,4.88,776.61,2
63.13,2.02,1122.9,6.37,617.35,2
54.29,0.68,1761.64,6.58,733.92,0
54.66,1.13,1207.16,5.86,544.18,0
62.61,1.54,934.79,6.47,169.1,2
37.57,2.8,1404.95,7.62,401.79,2
84.54,1.95,1569.17,5.58,960.01,2
79.23,2.58,972.19,4.9,285.63,2
46.25,2.58,831.88,3.53,273.91,2
41.99,0.77,1597.94,6.94,5.77,0
